order_id,payment_method,payment_amount,payment_status
O000826,ShopeePay,18767079,success
O000827,ShopeePay,8901364,success
O000828,ShopeePay,7874300,success
O000829,Transfer Bank,365500,success
O000830,Transfer Bank,15754251,success
O000831,ShopeePay,2825532,failed
O000832,COD,25168472,failed
O000833,ShopeePay,2131788,success
O000834,Transfer Bank,5386418,success
O000835,Transfer Bank,758019,success
O000836,Transfer Bank,26418961,success
O000837,Kartu Kredit,9482556,success
O000838,Kartu Kredit,14725709,failed
O000839,Transfer Bank,10387897,success
O000840,COD,12565775,success
O000841,ShopeePay,14948325,failed
O000842,COD,10051868,success
O000843,Kartu Kredit,4647949,success
O000844,ShopeePay,4521004,failed
O000845,Kartu Kredit,5356421,success
O000846,Transfer Bank,10550360,success
O000847,ShopeePay,22229460,success
O000848,Kartu Kredit,13548780,failed
O000849,Kartu Kredit,6885416,success
O000850,Kartu Kredit,16158990,success
O000851,Transfer Bank,9952295,success
O000852,COD,11380678,success
O000853,Transfer Bank,9881240,success
O000854,COD,4010275,failed
O000855,ShopeePay,8330176,success
O000856,ShopeePay,19339700,success
O000857,Kartu Kredit,11123614,success
O000858,Transfer Bank,14562726,success
O000859,Kartu Kredit,8586526,success
O000860,Transfer Bank,13469168,success
O000861,COD,23511732,success
O000862,Transfer Bank,11881010,success
O000863,ShopeePay,18193589,failed
O000864,Transfer Bank,1551276,success
O000865,Kartu Kredit,10208727,success
O000866,Transfer Bank,1087696,success
O000867,Transfer Bank,1713818,success
O000868,Kartu Kredit,11591732,success
O000869,Kartu Kredit,13501368,success
O000870,Transfer Bank,6520088,success
O000871,COD,11764503,success
O000872,COD,2798940,success
O000873,ShopeePay,13814414,success
O000874,Transfer Bank,25265004,success
O000875,COD,6935913,success
O000876,Kartu Kredit,18732884,success
O000877,COD,6240117,failed
O000878,Transfer Bank,21908069,failed
O000879,ShopeePay,13694372,success
O000880,COD,6683978,success
O000881,ShopeePay,3947317,success
O000882,Transfer Bank,12514410,failed
O000883,COD,22758936,success
O000884,Transfer Bank,18871773,failed
O000885,ShopeePay,4235354,success
O000886,Transfer Bank,25836912,failed
O000887,ShopeePay,6643502,success
O000888,ShopeePay,11819146,success
O000889,Kartu Kredit,3168564,success
O000890,COD,6247551,failed
O000891,Transfer Bank,6045023,success
O000892,Transfer Bank,6558512,success
O000893,Kartu Kredit,15333284,success
O000894,COD,15866422,success
O000895,Kartu Kredit,444945,success
O000896,COD,2407533,success
O000897,ShopeePay,12062437,success
O000898,COD,15358908,success
O000899,Kartu Kredit,3410590,success
O000900,Transfer Bank,25653896,failed
O000901,COD,642785,success
O000902,Kartu Kredit,342036,failed
O000903,Kartu Kredit,21080405,success
O000904,ShopeePay,8871064,success
O000905,Kartu Kredit,14662660,success
O000906,Transfer Bank,20803083,success
O000907,Kartu Kredit,2524945,success
O000908,ShopeePay,12173928,success
O000909,Kartu Kredit,14882476,success
O000910,ShopeePay,41161111,failed
O000911,Transfer Bank,2928271,success
O000912,COD,5926534,success
O000913,ShopeePay,12641070,failed
O000914,COD,11272228,success
O000915,Kartu Kredit,1580460,success
O000916,ShopeePay,7869783,success
O000917,COD,20230399,success
O000918,Kartu Kredit,7092543,success
O000919,ShopeePay,636045,success
O000920,Kartu Kredit,8304730,success
O000921,Kartu Kredit,722283,success
O000922,COD,6537709,failed
O000923,Kartu Kredit,15398946,success
O000924,Kartu Kredit,19308135,success
O000925,COD,15604834,success
O000926,COD,4391466,success
O000927,Transfer Bank,9663302,failed
O000928,ShopeePay,29768667,success
O000929,Kartu Kredit,2697262,success
O000930,Kartu Kredit,14500176,success
O000931,COD,9773723,success
O000932,COD,18524921,success
O000933,ShopeePay,10739992,success
O000934,ShopeePay,4621988,success
O000935,Transfer Bank,5634276,success
O000936,COD,8299150,success
O000937,ShopeePay,832771,success
O000938,ShopeePay,26315284,success
O000939,Kartu Kredit,6693136,success
O000940,Transfer Bank,1131808,success
O000941,Kartu Kredit,9450208,success
O000942,ShopeePay,170808,failed
O000943,COD,1822040,success
O000944,ShopeePay,10149385,success
O000945,ShopeePay,15693087,success
O000946,COD,255401,success
O000947,Kartu Kredit,8390612,success
O000948,Transfer Bank,5748960,success
O000949,COD,4928110,success
O000950,ShopeePay,11198802,success
O000951,Transfer Bank,1954395,success
O000952,Transfer Bank,25594054,success
O000953,COD,5927071,success
O000954,Kartu Kredit,11408576,success
O000955,ShopeePay,15786841,success
O000956,Kartu Kredit,2910815,success
O000957,Transfer Bank,13657555,success
O000958,Kartu Kredit,23728004,failed
O000959,Transfer Bank,14601943,success
O000960,COD,24473133,success
O000961,Transfer Bank,7064304,failed
O000962,Transfer Bank,43446414,success
O000963,ShopeePay,5346662,success
O000964,Kartu Kredit,13879992,success
O000965,Transfer Bank,1502564,success
O000966,Kartu Kredit,12630031,success
O000967,Kartu Kredit,6332640,success
O000968,ShopeePay,8128444,success
O000969,COD,28923227,success
O000970,Transfer Bank,19161175,success
O000971,Kartu Kredit,4174232,success
O000972,Kartu Kredit,21764857,success
O000973,ShopeePay,18095751,success
O000974,Transfer Bank,18579115,success
O000975,Kartu Kredit,29265862,success
O000976,COD,6626069,success
O000977,ShopeePay,12150054,failed
O000978,Transfer Bank,18407880,failed
O000979,Kartu Kredit,7129608,success
O000980,ShopeePay,17149326,success
O000981,Transfer Bank,21192980,success
O000982,COD,11368954,success
O000983,Kartu Kredit,21183951,success
O000984,Kartu Kredit,15227465,success
O000985,Transfer Bank,34057936,success
O000986,ShopeePay,26499360,success
O000987,Transfer Bank,7114449,success
O000988,Transfer Bank,16728184,success
O000989,Kartu Kredit,10281147,success
O000990,Transfer Bank,14103235,success
O000991,COD,56936,success
O000992,Kartu Kredit,9700027,success
O000993,Kartu Kredit,36752266,success
O000994,COD,11612878,success
O000995,ShopeePay,8276908,success
O000996,COD,14745528,failed
O000997,COD,5165043,failed
O000998,Transfer Bank,26809558,success
O000999,Transfer Bank,14248795,failed
O001000,ShopeePay,180362,failed
O001001,Kartu Kredit,9824261,success
O001002,COD,1116585,success
O001003,Transfer Bank,25237526,success
O001004,ShopeePay,2310994,failed
O001005,Kartu Kredit,18026054,success
O001006,Kartu Kredit,1940370,success
O001007,COD,3651919,success
O001008,ShopeePay,4212102,success
O001009,Kartu Kredit,13475999,success
O001010,Kartu Kredit,488703,success
O001011,Transfer Bank,16180793,success
O001012,Kartu Kredit,2988899,success
O001013,Transfer Bank,4569639,success
O001014,Kartu Kredit,9407524,success
O001015,Kartu Kredit,9400069,failed
O001016,Kartu Kredit,12581380,success
O001017,COD,13500139,success
O001018,Transfer Bank,6175168,success
O001019,ShopeePay,9645527,success
O001020,COD,12179025,success
O001021,ShopeePay,12830605,failed
O001022,COD,30094196,success
O001023,Transfer Bank,15455381,success
O001024,Kartu Kredit,12305746,success
O001025,COD,13460885,failed
O001026,COD,8078138,success
O001027,COD,7273188,success
O001028,ShopeePay,31510285,success
O001029,Transfer Bank,1988888,success
O001030,Kartu Kredit,2481485,success
O001031,COD,11502467,success
O001032,ShopeePay,13736596,success
O001033,Kartu Kredit,9944440,success
O001034,ShopeePay,7067946,success
O001035,COD,12641808,success
O001036,Kartu Kredit,29570818,success
O001037,ShopeePay,1119924,success
O001038,Transfer Bank,15097018,success
O001039,Transfer Bank,7751725,success
O001040,Transfer Bank,2119164,success
O001041,Transfer Bank,18923475,failed
O001042,ShopeePay,10563400,failed
O001043,Kartu Kredit,5283748,failed
O001044,COD,4466466,success
O001045,Kartu Kredit,13149705,success
O001046,COD,1659366,success
O001047,COD,16462509,success
O001048,Transfer Bank,9860592,success
O001049,Transfer Bank,5891315,success
O001050,COD,6498564,failed
O001051,Transfer Bank,6349952,success
O001052,ShopeePay,3722842,failed
O001053,ShopeePay,697791,success
O001054,ShopeePay,19144396,failed
O001055,Transfer Bank,12519480,success
O001056,Kartu Kredit,7235087,failed
O001057,Kartu Kredit,3559090,success
O001058,Transfer Bank,6433172,success
O001059,COD,4961430,success
O001060,Transfer Bank,17896089,failed
O001061,ShopeePay,24429736,success
O001062,Kartu Kredit,11690885,success
O001063,COD,9624205,success
O001064,Kartu Kredit,13062186,success
O001065,Kartu Kredit,5306818,success
O001066,ShopeePay,15841562,success
O001067,Kartu Kredit,19171187,success
O001068,COD,2538728,success
O001069,Kartu Kredit,21017316,success
O001070,ShopeePay,11186443,success
O001071,Transfer Bank,11295415,success
O001072,ShopeePay,4407342,success
O001073,Transfer Bank,6555800,failed
O001074,Kartu Kredit,12815622,success
O001075,COD,13171088,failed
O001076,Transfer Bank,19149688,success
O001077,COD,1605022,success
O001078,COD,3865160,success
O001079,Transfer Bank,8077125,success
O001080,Transfer Bank,1980504,success
O001081,Kartu Kredit,9277279,success
O001082,Transfer Bank,707704,success
O001083,ShopeePay,9991956,success
O001084,ShopeePay,5083486,failed
O001085,ShopeePay,8394888,success
O001086,ShopeePay,17611066,failed
O001087,Transfer Bank,27273323,success
O001088,Kartu Kredit,13592279,success
O001089,ShopeePay,14389226,success
O001090,Kartu Kredit,16661217,failed
O001091,COD,2188085,success
O001092,Transfer Bank,800602,success
O001093,Kartu Kredit,15066075,success
O001094,Kartu Kredit,16127425,success
O001095,Transfer Bank,6734818,failed
O001096,COD,10433314,success
O001097,COD,10330397,success
O001098,Kartu Kredit,28922862,success
O001099,Kartu Kredit,13359655,success
O001100,COD,6426117,success
O001101,Kartu Kredit,8575083,success
O001102,Transfer Bank,21258056,failed
O001103,ShopeePay,5701377,success
O001104,ShopeePay,10424306,success
O001105,ShopeePay,1180132,success
O001106,Transfer Bank,10833185,failed
O001107,Transfer Bank,9657883,success
O001108,Kartu Kredit,6196375,success
O001109,Kartu Kredit,8975945,success
O001110,Transfer Bank,17809353,success
O001111,Kartu Kredit,5814642,failed
O001112,Kartu Kredit,7460330,success
O001113,ShopeePay,32155461,success
O001114,ShopeePay,13934391,success
O001115,Transfer Bank,9336535,success
O001116,Kartu Kredit,8754268,success
O001117,Transfer Bank,7377080,success
O001118,Transfer Bank,7858474,failed
O001119,ShopeePay,25210736,success
O001120,ShopeePay,8294568,failed
O001121,COD,11187413,failed
O001122,COD,6112965,success
O001123,ShopeePay,3400009,success
O001124,Transfer Bank,15404583,success
O001125,Transfer Bank,19398955,success
O001126,Kartu Kredit,24938644,success
O001127,ShopeePay,8896544,success
O001128,COD,17621510,success
O001129,Transfer Bank,22743650,success
O001130,COD,10893146,success
O001131,Kartu Kredit,8691376,success
O001132,COD,3449376,success
O001133,Kartu Kredit,12482381,success
O001134,Kartu Kredit,20102627,success
O001135,COD,9004578,success
O001136,COD,14906406,success
O001137,COD,10440354,success
O001138,Kartu Kredit,13798686,success
O001139,Transfer Bank,766203,success
O001140,COD,2119149,success
O001141,Transfer Bank,6055503,success
O001142,Transfer Bank,8530861,success
O001143,COD,3977908,success
O001144,COD,17592106,success
O001145,COD,15858379,success
O001146,COD,18371851,success
O001147,Kartu Kredit,14782282,success
O001148,Kartu Kredit,3835095,success
O001149,COD,9914966,success
O001150,Transfer Bank,9416232,success
O001151,Kartu Kredit,15327774,failed
O001152,Kartu Kredit,5755025,failed
O001153,ShopeePay,18867292,failed
O001154,COD,9121755,success
O001155,Kartu Kredit,6336082,success
O001156,ShopeePay,13648104,success
O001157,Transfer Bank,16059324,success
O001158,Transfer Bank,15645702,success
O001159,Transfer Bank,29665462,success
O001160,COD,13852137,success
O001161,COD,21529892,success
O001162,COD,8379724,failed
O001163,Kartu Kredit,4014976,success
O001164,COD,11979785,success
O001165,COD,11850262,failed
O001166,ShopeePay,12266205,success
O001167,COD,27308637,failed
O001168,Kartu Kredit,24498187,success
O001169,Transfer Bank,119048,failed
O001170,COD,19471646,failed
O001171,Transfer Bank,26635999,success
O001172,Transfer Bank,5324256,success
O001173,ShopeePay,2401806,success
O001174,Kartu Kredit,1514652,success
O001175,Transfer Bank,17602203,success
O001176,Kartu Kredit,474984,failed
O001177,COD,15850718,failed
O001178,Transfer Bank,13911825,success
O001179,COD,2950862,failed
O001180,Kartu Kredit,1083651,failed
O001181,Transfer Bank,21869954,success
O001182,ShopeePay,6831276,failed
O001183,ShopeePay,19958817,success
O001184,Transfer Bank,7187309,success
O001185,Transfer Bank,11863326,success
O001186,COD,3602062,success
O001187,COD,11808285,success
O001188,COD,25322933,success
O001189,Kartu Kredit,10806309,success
O001190,Kartu Kredit,273303,success
O001191,Transfer Bank,6449499,success
O001192,COD,1924149,success
O001193,Kartu Kredit,2798940,success
O001194,COD,6225712,success
O001195,Transfer Bank,14679197,success
O001196,Kartu Kredit,30353908,failed
O001197,Transfer Bank,321150,failed
O001198,Transfer Bank,11829515,success
O001199,ShopeePay,22417288,success
O001200,Kartu Kredit,11243812,success
O001201,COD,5506256,success
O001202,ShopeePay,24069580,success
O001203,COD,22614307,failed
O001204,Transfer Bank,15571046,failed
O001205,COD,8879984,success
O001206,Kartu Kredit,4956049,failed
O001207,Kartu Kredit,11127034,success
O001208,ShopeePay,11092342,success
O001209,Transfer Bank,10251743,failed
O001210,ShopeePay,13726644,success
O001211,Transfer Bank,840921,success
O001212,Transfer Bank,18231314,success
O001213,ShopeePay,12064965,failed
O001214,COD,23991126,success
O001215,COD,6686973,success
O001216,COD,9826543,success
O001217,Transfer Bank,30562407,success
O001218,COD,15236143,success
O001219,ShopeePay,15900719,success
O001220,ShopeePay,4388942,success
O001221,Kartu Kredit,19778011,success
O001222,Transfer Bank,11003696,success
O001223,Transfer Bank,3395424,failed
O001224,COD,11089537,failed
O001225,Kartu Kredit,24310270,success
O001226,ShopeePay,5843416,success
O001227,ShopeePay,6995799,success
O001228,COD,5759055,success
O001229,ShopeePay,8475932,success
O001230,COD,28264707,success
O001231,ShopeePay,16941064,success
O001232,Kartu Kredit,16738603,success
O001233,Transfer Bank,12326698,failed
O001234,ShopeePay,3366726,failed
O001235,ShopeePay,14426732,failed
O001236,COD,15186014,success
O001237,Transfer Bank,22843780,success
O001238,Kartu Kredit,3726263,success
O001239,Transfer Bank,13019070,success
O001240,Transfer Bank,12221802,success
O001241,ShopeePay,3106535,failed
O001242,ShopeePay,1101150,success
O001243,Transfer Bank,24545592,success
O001244,COD,22322482,failed
O001245,ShopeePay,12997977,success
O001246,COD,23174777,failed
O001247,COD,25064247,success
O001248,COD,7887352,success
O001249,Transfer Bank,4190848,success
O001250,Transfer Bank,16232465,success
O001251,COD,2774135,success
O001252,COD,5687747,success
O001253,Transfer Bank,17763871,failed
O001254,COD,7588089,success
O001255,COD,4477554,failed
O001256,ShopeePay,8225334,failed
O001257,Transfer Bank,15067156,success
O001258,Transfer Bank,8540188,success
O001259,Transfer Bank,12430597,success
O001260,Transfer Bank,18257030,success
O001261,COD,17053225,failed
O001262,COD,13842086,success
O001263,ShopeePay,4913225,success
O001264,ShopeePay,12239853,failed
O001265,Kartu Kredit,2361234,success
O001266,ShopeePay,8617059,success
O001267,COD,12187754,success
O001268,ShopeePay,13090780,success
O001269,Transfer Bank,20679151,success
O001270,ShopeePay,18939140,success
O001271,COD,20218098,success
O001272,Transfer Bank,8768274,success
O001273,COD,15007297,success
O001274,COD,18760134,success
O001275,ShopeePay,547640,failed
O001276,ShopeePay,1403463,success
O001277,ShopeePay,2991054,failed
O001278,Kartu Kredit,8899890,success
O001279,Kartu Kredit,412592,success
O001280,Transfer Bank,3321892,success
O001281,Transfer Bank,20025003,success
O001282,Kartu Kredit,1412776,failed
O001283,COD,15365150,success
O001284,Transfer Bank,30256003,success
O001285,COD,7953050,success
O001286,ShopeePay,19417628,success
O001287,COD,17813848,success
O001288,ShopeePay,2832184,success
O001289,Kartu Kredit,2224895,success
O001290,COD,17713364,failed
O001291,COD,1406264,success
O001292,ShopeePay,13502748,success
O001293,COD,10645134,success
O001294,Kartu Kredit,17602967,success
O001295,ShopeePay,11654305,success
O001296,Transfer Bank,11645055,success
O001297,ShopeePay,20644154,success
O001298,COD,8147383,success
